providerEventId,providerMarketId,providerMarketName,statId,entityId,period,side,line,normalizationStatus
"N7NOi3M6n1BxFnb2HEeg","points-away-game-eo-even","Carolina Panthers Points Even/Odd","points","away","game","EVEN","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-game-eo-odd","Carolina Panthers Points Even/Odd","points","away","game","ODD","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-game-eo-even","Cleveland Browns Points Even/Odd","points","home","game","EVEN","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-game-eo-odd","Cleveland Browns Points Even/Odd","points","home","game","ODD","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-all-1h-ml3way-draw","1st Half 3-Way Moneyline","points","all","1h","DRAW","","UNMAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-1h-ml3way-away","1st Half 3-Way Moneyline","points","away","1h","AWAY","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-1h-ml3way-home","1st Half 3-Way Moneyline","points","home","1h","HOME","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-1h-yn-no","Carolina Panthers Any 1st Half Points Yes/No","points","away","1h","NO","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-1h-yn-yes","Carolina Panthers Any 1st Half Points Yes/No","points","away","1h","YES","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-1h-yn-no","Cleveland Browns Any 1st Half Points Yes/No","points","home","1h","NO","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-1h-yn-yes","Cleveland Browns Any 1st Half Points Yes/No","points","home","1h","YES","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-all-1h-eo-even","Total 1st Half Points Even/Odd","points","all","1h","EVEN","","UNMAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-all-1h-eo-odd","Total 1st Half Points Even/Odd","points","all","1h","ODD","","UNMAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-all-1q-eo-even","Total 1st Quarter Points Even/Odd","points","all","1q","EVEN","","UNMAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-all-1q-eo-odd","Total 1st Quarter Points Even/Odd","points","all","1q","ODD","","UNMAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-all-1q-ml3way-draw","1st Quarter 3-Way Moneyline","points","all","1q","DRAW","","UNMAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-1h-eo-even","Carolina Panthers 1st Half Points Even/Odd","points","away","1h","EVEN","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-1h-eo-odd","Carolina Panthers 1st Half Points Even/Odd","points","away","1h","ODD","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-1q-eo-even","Carolina Panthers 1st Quarter Points Even/Odd","points","away","1q","EVEN","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-1q-eo-odd","Carolina Panthers 1st Quarter Points Even/Odd","points","away","1q","ODD","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-1q-ml3way-away","1st Quarter 3-Way Moneyline","points","away","1q","AWAY","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-1h-eo-even","Cleveland Browns 1st Half Points Even/Odd","points","home","1h","EVEN","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-1h-eo-odd","Cleveland Browns 1st Half Points Even/Odd","points","home","1h","ODD","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-1q-eo-even","Cleveland Browns 1st Quarter Points Even/Odd","points","home","1q","EVEN","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-1q-eo-odd","Cleveland Browns 1st Quarter Points Even/Odd","points","home","1q","ODD","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-1q-ml3way-home","1st Quarter 3-Way Moneyline","points","home","1q","HOME","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-all-2q-ml3way-draw","2nd Quarter 3-Way Moneyline","points","all","2q","DRAW","","UNMAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-all-3q-ml3way-draw","3rd Quarter 3-Way Moneyline","points","all","3q","DRAW","","UNMAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-all-4q-ml3way-draw","4th Quarter 3-Way Moneyline","points","all","4q","DRAW","","UNMAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-2h-yn-no","Carolina Panthers Any 2nd Half Points Yes/No","points","away","2h","NO","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-2h-yn-yes","Carolina Panthers Any 2nd Half Points Yes/No","points","away","2h","YES","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-2q-ml3way-away","2nd Quarter 3-Way Moneyline","points","away","2q","AWAY","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-3q-ml3way-away","3rd Quarter 3-Way Moneyline","points","away","3q","AWAY","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-4q-ml3way-away","4th Quarter 3-Way Moneyline","points","away","4q","AWAY","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-2h-yn-no","Cleveland Browns Any 2nd Half Points Yes/No","points","home","2h","NO","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-2h-yn-yes","Cleveland Browns Any 2nd Half Points Yes/No","points","home","2h","YES","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-2q-ml3way-home","2nd Quarter 3-Way Moneyline","points","home","2q","HOME","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-3q-ml3way-home","3rd Quarter 3-Way Moneyline","points","home","3q","HOME","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-4q-ml3way-home","4th Quarter 3-Way Moneyline","points","home","4q","HOME","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-all-2h-ml3way-draw","2nd Half 3-Way Moneyline","points","all","2h","DRAW","","UNMAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-2h-ml3way-away","2nd Half 3-Way Moneyline","points","away","2h","AWAY","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-2h-ml3way-home","2nd Half 3-Way Moneyline","points","home","2h","HOME","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-all-2h-eo-even","Total 2nd Half Points Even/Odd","points","all","2h","EVEN","","UNMAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-all-2h-eo-odd","Total 2nd Half Points Even/Odd","points","all","2h","ODD","","UNMAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-2h-eo-even","Carolina Panthers 2nd Half Points Even/Odd","points","away","2h","EVEN","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-away-2h-eo-odd","Carolina Panthers 2nd Half Points Even/Odd","points","away","2h","ODD","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-2h-eo-even","Cleveland Browns 2nd Half Points Even/Odd","points","home","2h","EVEN","","PARTIALLY_MAPPED"
"N7NOi3M6n1BxFnb2HEeg","points-home-2h-eo-odd","Cleveland Browns 2nd Half Points Even/Odd","points","home","2h","ODD","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","defense_safeties-all-game-yn-no","Any Defensive Safeties Yes/No","defense_safeties","all","game","NO","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","defense_safeties-all-game-yn-yes","Any Defensive Safeties Yes/No","defense_safeties","all","game","YES","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-all-game-eo-even","Total Points Even/Odd","points","all","game","EVEN","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-all-game-eo-odd","Total Points Even/Odd","points","all","game","ODD","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-game-eo-even","Cincinnati Bengals Points Even/Odd","points","away","game","EVEN","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-game-eo-odd","Cincinnati Bengals Points Even/Odd","points","away","game","ODD","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-game-eo-even","Pittsburgh Steelers Points Even/Odd","points","home","game","EVEN","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-game-eo-odd","Pittsburgh Steelers Points Even/Odd","points","home","game","ODD","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-all-1h-eo-even","Total 1st Half Points Even/Odd","points","all","1h","EVEN","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-all-1h-eo-odd","Total 1st Half Points Even/Odd","points","all","1h","ODD","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-all-1h-ml3way-draw","1st Half 3-Way Moneyline","points","all","1h","DRAW","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-all-1q-eo-even","Total 1st Quarter Points Even/Odd","points","all","1q","EVEN","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-all-1q-eo-odd","Total 1st Quarter Points Even/Odd","points","all","1q","ODD","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-all-1q-ml3way-draw","1st Quarter 3-Way Moneyline","points","all","1q","DRAW","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-1h-eo-even","Cincinnati Bengals 1st Half Points Even/Odd","points","away","1h","EVEN","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-1h-eo-odd","Cincinnati Bengals 1st Half Points Even/Odd","points","away","1h","ODD","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-1h-ml3way-away","1st Half 3-Way Moneyline","points","away","1h","AWAY","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-1q-eo-even","Cincinnati Bengals 1st Quarter Points Even/Odd","points","away","1q","EVEN","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-1q-eo-odd","Cincinnati Bengals 1st Quarter Points Even/Odd","points","away","1q","ODD","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-1q-ml3way-away","1st Quarter 3-Way Moneyline","points","away","1q","AWAY","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-1h-eo-even","Pittsburgh Steelers 1st Half Points Even/Odd","points","home","1h","EVEN","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-1h-eo-odd","Pittsburgh Steelers 1st Half Points Even/Odd","points","home","1h","ODD","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-1h-ml3way-home","1st Half 3-Way Moneyline","points","home","1h","HOME","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-1q-eo-even","Pittsburgh Steelers 1st Quarter Points Even/Odd","points","home","1q","EVEN","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-1q-eo-odd","Pittsburgh Steelers 1st Quarter Points Even/Odd","points","home","1q","ODD","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-1q-ml3way-home","1st Quarter 3-Way Moneyline","points","home","1q","HOME","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-all-2q-ml3way-draw","2nd Quarter 3-Way Moneyline","points","all","2q","DRAW","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-all-3q-ml3way-draw","3rd Quarter 3-Way Moneyline","points","all","3q","DRAW","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-all-4q-ml3way-draw","4th Quarter 3-Way Moneyline","points","all","4q","DRAW","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-1h-yn-no","Cincinnati Bengals Any 1st Half Points Yes/No","points","away","1h","NO","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-1h-yn-yes","Cincinnati Bengals Any 1st Half Points Yes/No","points","away","1h","YES","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-2h-yn-no","Cincinnati Bengals Any 2nd Half Points Yes/No","points","away","2h","NO","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-2h-yn-yes","Cincinnati Bengals Any 2nd Half Points Yes/No","points","away","2h","YES","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-2q-ml3way-away","2nd Quarter 3-Way Moneyline","points","away","2q","AWAY","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-3q-ml3way-away","3rd Quarter 3-Way Moneyline","points","away","3q","AWAY","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-4q-ml3way-away","4th Quarter 3-Way Moneyline","points","away","4q","AWAY","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-1h-yn-no","Pittsburgh Steelers Any 1st Half Points Yes/No","points","home","1h","NO","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-1h-yn-yes","Pittsburgh Steelers Any 1st Half Points Yes/No","points","home","1h","YES","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-2h-yn-no","Pittsburgh Steelers Any 2nd Half Points Yes/No","points","home","2h","NO","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-2h-yn-yes","Pittsburgh Steelers Any 2nd Half Points Yes/No","points","home","2h","YES","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-2q-ml3way-home","2nd Quarter 3-Way Moneyline","points","home","2q","HOME","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-3q-ml3way-home","3rd Quarter 3-Way Moneyline","points","home","3q","HOME","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-4q-ml3way-home","4th Quarter 3-Way Moneyline","points","home","4q","HOME","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-all-2h-ml3way-draw","2nd Half 3-Way Moneyline","points","all","2h","DRAW","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-2h-ml3way-away","2nd Half 3-Way Moneyline","points","away","2h","AWAY","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-2h-ml3way-home","2nd Half 3-Way Moneyline","points","home","2h","HOME","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-all-2h-eo-even","Total 2nd Half Points Even/Odd","points","all","2h","EVEN","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-all-2h-eo-odd","Total 2nd Half Points Even/Odd","points","all","2h","ODD","","UNMAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-2h-eo-even","Cincinnati Bengals 2nd Half Points Even/Odd","points","away","2h","EVEN","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-away-2h-eo-odd","Cincinnati Bengals 2nd Half Points Even/Odd","points","away","2h","ODD","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-2h-eo-even","Pittsburgh Steelers 2nd Half Points Even/Odd","points","home","2h","EVEN","","PARTIALLY_MAPPED"
"Nn93CE6r1lUECiQZwWgQ","points-home-2h-eo-odd","Pittsburgh Steelers 2nd Half Points Even/Odd","points","home","2h","ODD","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","defense_safeties-all-game-yn-no","Any Defensive Safeties Yes/No","defense_safeties","all","game","NO","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","defense_safeties-all-game-yn-yes","Any Defensive Safeties Yes/No","defense_safeties","all","game","YES","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-game-eo-even","Los Angeles Chargers Points Even/Odd","points","away","game","EVEN","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-game-eo-odd","Los Angeles Chargers Points Even/Odd","points","away","game","ODD","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-home-game-eo-even","Buffalo Bills Points Even/Odd","points","home","game","EVEN","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-home-game-eo-odd","Buffalo Bills Points Even/Odd","points","home","game","ODD","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-all-1h-ml3way-draw","1st Half 3-Way Moneyline","points","all","1h","DRAW","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-1h-ml3way-away","1st Half 3-Way Moneyline","points","away","1h","AWAY","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-home-1h-ml3way-home","1st Half 3-Way Moneyline","points","home","1h","HOME","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-all-game-eo-even","Total Points Even/Odd","points","all","game","EVEN","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","points-all-game-eo-odd","Total Points Even/Odd","points","all","game","ODD","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-1h-yn-no","Los Angeles Chargers Any 1st Half Points Yes/No","points","away","1h","NO","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-1h-yn-yes","Los Angeles Chargers Any 1st Half Points Yes/No","points","away","1h","YES","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-all-1h-eo-even","Total 1st Half Points Even/Odd","points","all","1h","EVEN","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","points-all-1h-eo-odd","Total 1st Half Points Even/Odd","points","all","1h","ODD","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","points-all-1q-eo-even","Total 1st Quarter Points Even/Odd","points","all","1q","EVEN","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","points-all-1q-eo-odd","Total 1st Quarter Points Even/Odd","points","all","1q","ODD","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","points-all-1q-ml3way-draw","1st Quarter 3-Way Moneyline","points","all","1q","DRAW","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-1h-eo-even","Los Angeles Chargers 1st Half Points Even/Odd","points","away","1h","EVEN","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-1h-eo-odd","Los Angeles Chargers 1st Half Points Even/Odd","points","away","1h","ODD","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-1q-eo-even","Los Angeles Chargers 1st Quarter Points Even/Odd","points","away","1q","EVEN","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-1q-eo-odd","Los Angeles Chargers 1st Quarter Points Even/Odd","points","away","1q","ODD","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-1q-ml3way-away","1st Quarter 3-Way Moneyline","points","away","1q","AWAY","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-home-1h-eo-even","Buffalo Bills 1st Half Points Even/Odd","points","home","1h","EVEN","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-home-1h-eo-odd","Buffalo Bills 1st Half Points Even/Odd","points","home","1h","ODD","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-home-1q-eo-even","Buffalo Bills 1st Quarter Points Even/Odd","points","home","1q","EVEN","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-home-1q-eo-odd","Buffalo Bills 1st Quarter Points Even/Odd","points","home","1q","ODD","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-home-1q-ml3way-home","1st Quarter 3-Way Moneyline","points","home","1q","HOME","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-all-2q-ml3way-draw","2nd Quarter 3-Way Moneyline","points","all","2q","DRAW","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","points-all-3q-ml3way-draw","3rd Quarter 3-Way Moneyline","points","all","3q","DRAW","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","points-all-4q-ml3way-draw","4th Quarter 3-Way Moneyline","points","all","4q","DRAW","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-2h-yn-no","Los Angeles Chargers Any 2nd Half Points Yes/No","points","away","2h","NO","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-2h-yn-yes","Los Angeles Chargers Any 2nd Half Points Yes/No","points","away","2h","YES","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-2q-ml3way-away","2nd Quarter 3-Way Moneyline","points","away","2q","AWAY","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-3q-ml3way-away","3rd Quarter 3-Way Moneyline","points","away","3q","AWAY","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-4q-ml3way-away","4th Quarter 3-Way Moneyline","points","away","4q","AWAY","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-home-2q-ml3way-home","2nd Quarter 3-Way Moneyline","points","home","2q","HOME","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-home-3q-ml3way-home","3rd Quarter 3-Way Moneyline","points","home","3q","HOME","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-home-4q-ml3way-home","4th Quarter 3-Way Moneyline","points","home","4q","HOME","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-all-2h-ml3way-draw","2nd Half 3-Way Moneyline","points","all","2h","DRAW","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-2h-ml3way-away","2nd Half 3-Way Moneyline","points","away","2h","AWAY","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-home-2h-ml3way-home","2nd Half 3-Way Moneyline","points","home","2h","HOME","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-all-2h-eo-even","Total 2nd Half Points Even/Odd","points","all","2h","EVEN","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","points-all-2h-eo-odd","Total 2nd Half Points Even/Odd","points","all","2h","ODD","","UNMAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-2h-eo-even","Los Angeles Chargers 2nd Half Points Even/Odd","points","away","2h","EVEN","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-away-2h-eo-odd","Los Angeles Chargers 2nd Half Points Even/Odd","points","away","2h","ODD","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-home-2h-eo-even","Buffalo Bills 2nd Half Points Even/Odd","points","home","2h","EVEN","","PARTIALLY_MAPPED"
"VgLWOqsMZA96fIe0KZSP","points-home-2h-eo-odd","Buffalo Bills 2nd Half Points Even/Odd","points","home","2h","ODD","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","defense_safeties-all-game-yn-no","Any Defensive Safeties Yes/No","defense_safeties","all","game","NO","","UNMAPPED"
"eUlyYGlpZPVnyu1oODcx","defense_safeties-all-game-yn-yes","Any Defensive Safeties Yes/No","defense_safeties","all","game","YES","","UNMAPPED"
"eUlyYGlpZPVnyu1oODcx","points-all-game-eo-even","Total Points Even/Odd","points","all","game","EVEN","","UNMAPPED"
"eUlyYGlpZPVnyu1oODcx","points-all-game-eo-odd","Total Points Even/Odd","points","all","game","ODD","","UNMAPPED"
"eUlyYGlpZPVnyu1oODcx","points-away-game-eo-even","Seattle Seahawks Points Even/Odd","points","away","game","EVEN","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-away-game-eo-odd","Seattle Seahawks Points Even/Odd","points","away","game","ODD","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-home-game-eo-even","Washington Commanders Points Even/Odd","points","home","game","EVEN","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-home-game-eo-odd","Washington Commanders Points Even/Odd","points","home","game","ODD","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-home-2h-yn-no","Washington Commanders Any 2nd Half Points Yes/No","points","home","2h","NO","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-home-2h-yn-yes","Washington Commanders Any 2nd Half Points Yes/No","points","home","2h","YES","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-all-1h-ml3way-draw","1st Half 3-Way Moneyline","points","all","1h","DRAW","","UNMAPPED"
"eUlyYGlpZPVnyu1oODcx","points-away-1h-ml3way-away","1st Half 3-Way Moneyline","points","away","1h","AWAY","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-home-1h-ml3way-home","1st Half 3-Way Moneyline","points","home","1h","HOME","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-all-1h-eo-even","Total 1st Half Points Even/Odd","points","all","1h","EVEN","","UNMAPPED"
"eUlyYGlpZPVnyu1oODcx","points-all-1h-eo-odd","Total 1st Half Points Even/Odd","points","all","1h","ODD","","UNMAPPED"
"eUlyYGlpZPVnyu1oODcx","points-all-1q-eo-even","Total 1st Quarter Points Even/Odd","points","all","1q","EVEN","","UNMAPPED"
"eUlyYGlpZPVnyu1oODcx","points-all-1q-eo-odd","Total 1st Quarter Points Even/Odd","points","all","1q","ODD","","UNMAPPED"
"eUlyYGlpZPVnyu1oODcx","points-all-1q-ml3way-draw","1st Quarter 3-Way Moneyline","points","all","1q","DRAW","","UNMAPPED"
"eUlyYGlpZPVnyu1oODcx","points-away-1h-eo-even","Seattle Seahawks 1st Half Points Even/Odd","points","away","1h","EVEN","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-away-1h-eo-odd","Seattle Seahawks 1st Half Points Even/Odd","points","away","1h","ODD","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-away-1q-eo-even","Seattle Seahawks 1st Quarter Points Even/Odd","points","away","1q","EVEN","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-away-1q-eo-odd","Seattle Seahawks 1st Quarter Points Even/Odd","points","away","1q","ODD","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-away-1q-ml3way-away","1st Quarter 3-Way Moneyline","points","away","1q","AWAY","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-home-1h-eo-even","Washington Commanders 1st Half Points Even/Odd","points","home","1h","EVEN","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-home-1h-eo-odd","Washington Commanders 1st Half Points Even/Odd","points","home","1h","ODD","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-home-1q-eo-even","Washington Commanders 1st Quarter Points Even/Odd","points","home","1q","EVEN","","PARTIALLY_MAPPED"
"eUlyYGlpZPVnyu1oODcx","points-home-1q-eo-odd","Washington Commanders 1st Quarter Points Even/Odd","points","home","1q","ODD","","PARTIALLY_MAPPED"
